Gene,p7_1,p7_2,p7_3,p14_1,p14_2,p14_3,p60_1,p60_2,p60_3,
Myo3b,5.491362539,5.504053499,5.421343507,5.381467228,4.948052738,5.157417326,4.731640105,4.779768568,4.645639408,
Myo5a,12.67068917,12.72175709,12.46739591,13.35776565,13.08248474,12.99149523,13.38620516,14.00577172,13.89652251,
Myo5b,7.962538449,7.218864789,7.505637585,5.61380521,5.62056132,6.121682076,7.248445811,5.689309986,6.909031654,
Myo5c,6.253573838,6.109365991,6.014031034,7.074702256,7.117897783,7.019327138,7.663383705,7.382161173,7.79196264,
Myocd,6.154178737,6.67858454,6.624622403,6.06208957,6.041850141,6.333604237,4.731640105,4.477965382,4.645639408,
Myod1,6.449220282,7.033997752,7.596302186,6.219905475,7.051311618,6.577379303,3.946819592,4.477965382,3.946819592,
Myom2,4.950627878,4.320624396,4.732107496,4.981283204,5.081941746,5.002544992,5.464877754,5.514854255,4.982917155,
Myom3,5.655667456,5.93826338,5.867353683,5.975369519,5.848923786,5.989820876,5.374307659,4.992106598,5.135195632,
Mypopos,6.823483592,7.010559861,7.227278196,7.189522949,7.430225929,7.302596135,7.997668823,7.91437679,7.68552176,
Myrip,8.78220301,8.549983619,8.601669814,9.478934358,9.111076765,9.318794888,10.18594124,10.3653366,10.15513464,
N4bp2,10.9635861,10.92187236,10.47438686,9.799413282,9.78789208,9.453257587,8.672225113,8.853700652,8.792886614,
N4bp2l1,8.91020615,9.012795932,8.878144722,9.627240131,9.712774066,9.793038277,9.948745792,9.736198365,10.10646561,
N4bp2os,7.838902853,7.755508545,7.560726296,6.971288919,6.779321451,6.577379303,7.475792344,7.276934206,7.453022994,
Naa40,11.34336086,11.35299711,11.53987943,10.58636374,10.64867009,10.57109377,10.26073564,10.31594184,10.09920352,
Naaa,9.276435675,9.367041845,9.280022577,9.886089077,9.802956837,10.05876389,10.42068455,10.3525625,10.26196635,
Naaladl1,7.676252004,7.307734833,7.533448536,6.274534659,6.209654439,5.966471013,6.144547893,6.052378219,5.835842311,
Naaladl2,6.272588642,6.197895906,5.32684085,7.545169664,6.859800239,6.368759657,7.568208314,7.815860436,7.940811312,
Nab1,9.787108165,9.936719443,9.43210086,10.47054117,10.34597502,10.24364783,10.73468671,10.92937921,10.78375682,
Nab2,7.386881306,7.58504034,7.76196984,10.5487802,10.24205013,10.92720798,11.68728753,11.89655576,11.56262006,
Nacad,11.8914295,11.85474129,12.32224508,11.42530821,11.64219114,11.70565876,10.86974461,11.10095738,10.85086581,
Nacc2,11.19282838,11.19795642,11.38492349,12.4654002,12.30935205,12.50028475,13.00071237,13.45199431,13.18740678,
Naip5,5.685953715,5.644825187,5.928071159,5.085345012,5.429768051,5.48242828,5.166444018,5.052653307,5.181007278,
Nalcn,10.74335415,10.70866036,10.32436701,11.57931771,11.47752067,11.47766146,11.61113818,11.99883349,12.07213044,
Nanos1,10.48039069,10.65843004,10.32962739,9.996702722,10.04285757,9.724331673,9.315911039,9.279148573,9.638502775,
Nanos2,6.214707707,5.964146159,5.835858312,5.552079221,5.59515262,5.108542226,4.975930952,4.856833997,4.86477231,
Nap1l1,12.5466362,12.49467119,12.05843585,11.37375785,11.36193501,11.12358706,11.16249673,10.97555055,11.22178777,
Nap1l2,10.70776006,10.84963854,10.41870795,11.94223475,11.84649022,11.8183921,12.20626273,12.30547324,12.1755687,
Nap1l3,10.03439145,10.19689037,9.915891593,11.2988717,11.25327994,11.06600893,10.93926798,11.09956815,11.12976317,
Nap1l5,11.44186891,11.34088784,11.22618046,12.98172167,12.78591272,13.04748982,13.95965421,13.82834351,14.04285653,
Napb,12.05779925,12.21496498,11.99612677,13.88197819,13.63849384,13.73272955,13.88969021,14.08967951,14.12982579,
Napepld,7.904994557,7.944972471,7.965713162,8.261104813,8.190237239,8.367878698,8.963634572,9.098873413,8.946590605,
Nasp,13.27686936,13.18905638,13.13998247,11.23041156,11.55592067,10.96370007,10.08702773,9.914310415,10.07349427,
Nat1,5.211512424,5.205081865,5.32684085,6.201183939,6.059635886,5.893737542,5.735300938,5.752532107,6.330231114,
Nat14,8.613300505,8.687683514,9.134245739,9.005496319,9.225493642,9.299147414,10.17722425,9.856253181,9.582305195,
Nat8,4.569162384,4.984543098,4.976533522,6.082889961,5.762630418,5.868532675,6.893334273,6.535317731,6.594500904,
Nat8f1,7.769607032,7.810331264,7.664895021,8.682544035,8.611899761,9.288115274,9.662619698,9.583523949,9.616625124,
Nat8f3,3.946819592,4.474001429,4.343081986,5.343966955,5.081941746,5.550623596,5.984943651,5.514854255,5.758063678,
Nat8f4,7.990465612,8.095835413,7.999228656,8.791458574,8.617598425,8.686613116,9.000365736,9.053639375,9.218825986,
Nat8f5,4.888069113,5.253266338,4.976533522,6.040950082,5.762630418,6.22222789,6.587801788,6.483627328,6.741759775,
Nat8f6,3.946819592,3.946819592,4.343081986,4.298206152,4.587560629,4.565287377,4.505148894,4.779768568,4.86477231,
Nat8l,11.21893541,11.35184822,11.67773287,12.75625092,12.7740201,12.92365333,13.52819452,13.97380978,13.51373929,
Natd1,11.02204435,11.04498825,11.29971637,10.6734093,10.87338887,10.84457403,9.763141778,9.912728882,9.900466742,
Nav1,13.88893696,13.88278862,13.99841491,13.33162915,13.3551123,12.95901618,10.59986642,11.24362813,11.03717629,
Nav3,11.12917516,11.20560854,11.0589115,11.47740762,11.47360422,11.33869997,9.786258928,9.822959585,9.945708621,
Nbeal2,8.933348153,8.836557073,9.109978569,8.455391294,8.376688009,8.552768573,9.225750405,9.872616064,9.405137659,
Nbl1,9.80915375,9.772938196,10.05737329,10.24536509,9.552641171,10.2007776,11.38696823,11.12505476,11.33171544,
Ncan,13.3835354,13.26120163,13.59322756,12.21810788,12.37758664,11.68226774,9.51358591,10.12701843,9.651802761,
Ncapd2,12.85998037,12.91344127,13.07276401,11.10715349,11.27189182,11.09919158,10.67195678,10.76471659,10.53201919,
Ncapg,10.66350869,10.73621976,10.05578697,8.592502243,8.571364033,7.929384025,6.623338316,7.02777146,6.953353556,
Ncapg2,10.42742894,10.51387651,9.867881281,8.626511749,8.594667022,7.900598111,7.720800855,8.271979276,8.060704309,
Ncaph,10.7539445,10.75198365,10.77933511,8.061465982,8.3529551,8.203487,6.264132787,6.254506598,6.38077481,
Nccrp1,4.746238033,4.320624396,4.902921446,5.583348508,5.081941746,5.332223242,4.731640105,4.779768568,5.135195632,
Ncdn,12.27385476,12.39529432,12.84494728,13.82169835,13.77792916,13.95970194,14.05381973,14.32778964,13.97992771,
Nceh1,10.30977672,10.30414835,10.08563257,11.62034034,11.49462785,11.46204867,12.00877917,12.26515045,12.19044987,
Nckap1l,8.466240466,8.333806551,8.631833955,7.886852848,7.613444179,7.714534442,7.202880263,7.184607908,7.324954016,
Nckap5,8.813728384,8.565951056,8.652998927,8.071394491,7.975881021,7.816772161,7.270689162,7.571754054,7.437632369,
Nckap5l,10.85880159,10.81837052,11.38618613,10.65460615,10.58764728,10.45855615,9.561276727,9.986751253,9.35518917,
Nckap5los,8.191415633,7.993106547,8.406048915,7.641906962,7.54897091,7.582772082,6.708358667,7.266968617,6.413446333,
Ncmap,5.340411871,4.920025245,5.508431805,5.807755884,5.717103733,5.842811095,5.70023731,6.190520649,6.106372538,
Ncoa7,10.63117446,10.82831805,10.3950678,11.49267747,11.32763109,11.25906253,11.63996904,12.20796069,12.09907278,
Ndc80,9.695391916,9.752182105,9.689087341,6.788055077,7.173683514,6.649827503,4.731640105,4.856833997,4.443350558,
Nde1,11.16318751,11.08633282,11.25064919,10.31990477,10.32177716,10.44372669,9.980826916,10.13517866,10.27598871,
Ndnf,10.49016902,10.2285369,9.737392322,9.260492579,9.287523884,8.991586471,8.851121975,9.003968785,9.280078464,
Ndp,8.501536996,8.467372762,8.28644657,8.887109692,8.828803504,8.941753426,9.538763487,9.317915765,9.245396521,
Ndrg1,9.466815647,9.597866848,9.784131206,10.61201667,10.50102158,10.86919927,11.96260934,12.35579708,12.17124738,
Ndrg2,13.33281893,13.37584804,13.586378,14.73172054,14.67062802,14.95952257,15.28623206,15.09865309,15.21788782,
Ndrg3,12.78073812,13.08469448,13.18111658,14.63744891,14.58259811,14.75386421,14.75790373,14.75158488,14.81038929,
Ndrg4,13.61383657,13.56828849,13.74191524,14.96246979,14.9167299,15.23289943,15.57487207,15.5716571,15.52037323,
Ndst4,8.516950372,8.533836865,8.539374393,7.295697341,6.917246153,6.975363253,5.927022694,6.753689122,6.476512905,
Ndufb10,11.13728712,11.17280295,11.50019673,11.84607549,11.91075573,12.05304742,12.54456898,12.24738377,12.13501979,
Neat1,9.693699917,9.474451415,9.172828266,9.446969869,8.750597277,8.890133652,11.41750951,11.16942858,11.53014124,
Neb,7.335280215,8.191692249,8.095312534,9.834711265,9.707446349,9.797711759,10.04132394,10.1133146,10.30993538,
Necab1,9.355630302,9.548557708,8.714687247,10.61286396,10.36555254,10.39213463,9.816516298,9.690777927,9.803999689,
Necab2,9.590184338,9.564520894,9.93500211,9.540812263,10.07009248,9.759892746,7.314153225,6.168484657,7.238602553,
Necab3,11.04345255,11.30155967,11.57628888,12.04090687,12.72856978,12.6216282,10.59114336,10.03842691,10.17022952,
Necap1,11.46931568,11.55868506,11.5250544,12.64675966,12.57235765,12.78641848,13.07433904,12.98721856,13.12978083,
Nectin2,9.901460182,9.753923238,9.98919823,9.09560465,9.348706151,9.431366205,8.817826277,8.413167458,8.265398694,
Nectin3,11.42004079,11.73471139,11.22758991,11.86788666,12.01332488,11.46694585,9.662619698,9.795759871,9.736945547,
Nectin4,6.772112478,6.663500065,6.86551302,8.234861019,8.205471663,8.338187049,9.840641296,9.898416481,9.618319859,
Nedd1,9.314375989,9.484974628,9.024920315,8.299592235,8.099353075,8.121141661,7.585992557,7.595754982,7.839434048,
Nefh,10.55029341,10.43252005,11.10258191,12.16017008,12.34986721,12.22159519,12.10879833,12.81931382,12.41026402,
Negr1,11.26351579,11.35357121,10.83772442,12.73267085,12.56261998,12.33709351,12.78630177,13.01916368,13.16960858,
Neil2,6.174665482,6.014390877,5.957371974,4.981283204,5.62056132,5.550623596,5.507562716,5.308895091,5.383652204,
Neil3,9.758259338,9.666033945,9.453950711,6.576869092,6.981409968,6.469039655,4.505148894,4.595538721,4.298781957,
Nek11,6.309823479,5.644825187,5.867353683,5.452837559,5.542622103,5.676112896,6.532706149,6.254506598,6.397209462,
Nelfe,10.0700386,9.999705068,10.35564531,9.048750694,9.078415456,9.210769515,9.220100476,9.390183101,9.200836102,
Nell1,8.580674011,9.052972797,9.131234606,10.87473397,11.09708926,11.08906259,10.96818798,10.80277722,10.98166099,
Nell2,12.20932103,12.38746654,12.51520881,13.6856827,13.49266573,13.67634165,13.2165231,13.59896552,13.36792221,
Nemp1,9.581060381,9.611376441,9.565198597,8.554138729,8.541693985,8.155622957,8.555828631,8.927663057,8.798881898,
Nemp2,9.355630302,9.339470365,9.19318326,8.40138697,8.477319548,8.131078351,7.775997344,8.180081569,7.924406118,
Neo1,13.44879028,13.40812325,13.3671703,12.72387506,12.6852013,12.5328757,11.67134173,11.97970514,12.05127477,
Nes,11.52173758,11.31577093,11.38302744,9.877652235,9.794188202,9.840615594,9.129568839,8.833764444,8.905514842,
Nespas,7.033755066,6.617228705,7.261049555,6.393931778,5.717103733,5.893737542,5.275531295,5.656414421,5.383652204,
Neto1,9.480620325,9.055800137,8.450266946,8.212618536,8.103426676,7.59001915,6.963698734,7.497223181,7.358071771,
Neu2,5.526132774,5.426639249,5.928071159,5.343966955,4.994921327,5.248511745,7.01754827,6.568721172,6.622473756,
Neu4,8.478102545,8.561975789,8.863698743,8.838629044,9.012945529,9.133973186,8.004277953,8.030153415,8.025265706,
Neurl1a,9.91022828,9.905731002,10.13904486,10.69116843,10.68976515,10.88392161,12.26399514,12.40132714,12.18588737,
Neurl1b,10.10100175,10.23727489,10.52455989,9.078519479,9.499681907,8.893050491,5.588454398,5.95136738,5.784537704,
Neurod4,7.851148942,8.165701579,7.428699958,6.4576874,6.810049749,6.100614354,4.505148894,3.946819592,4.443350558,
Neurod6,10.20085077,10.1407792,9.791775809,8.595939613,8.697788207,8.700003877,8.2848523,7.927014205,8.369890508,
Neurog1,7.22606885,7.022327761,7.428699958,4.442542171,4.401737764,3.946819592,3.946819592,3.946819592,4.443350558,
Neurog2,8.293470991,8.402141259,8.464709014,5.781867265,6.094492203,6.182925774,5.275531295,4.927153808,5.346102975,
Nexmif,10.84438956,10.84311189,10.22906154,10.34765674,10.25671186,9.714479013,8.2848523,9.050764518,9.104937744,
Nfam1,7.272602487,7.208636315,7.378407264,6.712596753,6.479721298,6.547292738,5.956312051,6.212194678,6.312951136,
Nfatc2,7.857232878,7.62387126,7.979213635,8.328829524,8.783912292,8.805966046,9.508960542,9.241831941,9.424642215,
Nfatc4,9.323159796,9.210960048,9.399943415,7.4642626,7.506367886,7.388443426,6.819230739,6.694749033,6.536781224,
Nfe2l1,12.29269302,12.23379722,12.44090863,12.71975194,12.66078097,12.83324968,13.27300209,13.40581368,13.34827855,
Nfia,13.32122625,13.48218197,12.99710437,13.07597344,13.05666911,12.39989687,12.01449885,12.07785394,12.10874656,
Nfib,14.64492946,14.83432662,14.18508357,14.08710461,14.09936717,13.4617874,12.39911772,12.45527269,12.42534202,
Nfix,14.48097371,14.61825797,14.81625861,14.01121968,14.05182817,13.83608158,13.12940727,13.61995029,13.43121283,
Nfs1,9.59200222,9.528351871,9.672619197,10.15517488,10.22630697,10.48003389,10.80991726,10.63166849,10.52209807,
Nfxl1,10.30424432,10.34745226,10.11791673,9.478934358,9.629306031,9.215436035,9.039395675,9.145427296,9.284355595,
Nfyb,11.38640479,11.54919353,11.13523959,10.90341012,11.05734326,10.58377427,10.0316844,10.09251155,10.21458875,
Ngb,5.655667456,5.770696386,6.170486482,5.700754594,5.515437786,5.789718124,5.04383899,5.308895091,5.181007278,
Ngef,9.218761016,9.127427988,9.571874568,8.09591898,8.220546034,8.136020993,9.318557028,9.030478221,8.831416866,
Ngf,5.256269211,5.154490335,5.465727008,5.952742141,5.889928239,6.202722934,5.70023731,5.436989641,5.181007278,
Ngfr,11.10456196,11.07801921,11.13072685,8.767280633,9.278567578,8.887210892,8.36396523,7.391350875,7.907810686,
Nhlh1,11.52173758,11.7080228,11.90701535,9.539029733,10.41049895,9.880812153,4.628545518,4.323450672,4.298781957,
Nhlh2,12.26733076,12.55731229,12.14003424,10.83969748,11.13923494,10.71306934,9.339551829,9.018756451,9.294993205,
Nhlrc4,5.559884198,5.253266338,5.421343507,4.725018687,4.845814326,4.944524007,5.956312051,5.8126487,5.646007482,
Nhp2,10.40175551,10.36692094,10.61565558,9.598432277,9.757281968,9.974596401,9.660536004,9.320304431,9.391325691,
Nhs,8.376124403,8.084778059,7.533448536,7.362296641,7.157968819,6.87108123,6.49470052,7.097138349,7.006851309,
Nhsl1,12.07219154,12.07368193,12.17296078,11.60338911,11.40040172,11.39887623,10.54671877,10.83067782,10.97109263,
Nhsl2,9.888207248,10.02587889,9.905359928,11.94189766,11.80532662,11.66276584,11.12748351,11.53479052,11.54669448,
Nid1,13.56979424,13.55562076,13.52565976,12.65212709,12.61884328,12.43080356,10.44388379,10.54755929,10.54365685,
Nid2,10.83597947,10.70506565,10.87687545,9.448869885,9.240331066,9.316625018,8.112205514,7.7674546,7.74909062,
Nin,10.55868161,10.35550063,10.31776444,9.638936871,9.390870162,9.111615535,8.634463326,9.303500015,8.994383087,
Ninj2,4.746238033,4.688333195,4.976533522,6.473168243,6.542648195,6.592178185,6.309104447,6.585121911,6.18527919,
Nipal1,5.340411871,5.044690384,4.902921446,4.552486881,4.789397855,4.659186687,4.342841854,4.323450672,3.946819592,
Nipal2,7.881313056,8.045391409,7.754127701,9.078519479,8.982373905,9.047625922,9.672993227,9.567529161,9.66334044,
Nipal3,10.18166777,10.04306786,10.33617601,11.40148042,11.32023522,11.60129101,11.94645773,12.16278156,12.05690747,
Nipal4,6.415698594,7.0570506,7.204306905,9.056250771,9.221760288,9.109109795,7.407329232,8.08189139,7.68552176,
Nipsnap2,11.24688709,11.3831141,11.11253337,11.86362192,11.79751512,11.92009699,12.23978418,12.19988031,12.36809393,
Nipsnap3b,9.549599719,9.605602111,9.309620266,8.995127197,9.162620909,8.881347509,7.799015242,7.964270449,7.978374409,
Nkain1,8.462264583,8.47161803,8.892447179,8.061465982,8.300738523,8.56380015,7.303411715,7.687909703,7.591479227,
Nkain2,7.990465612,7.9264966,7.578625335,9.152690098,9.03651893,8.941753426,8.717071591,9.351002068,9.361275201,
Nkain3,7.703553721,7.495690827,7.43854813,6.646406025,6.413738342,6.485054267,5.275531295,6.212194678,5.835842311,
Nkd1,12.05714163,12.22911215,12.50216649,11.55174842,11.95074794,11.64342935,9.339551829,9.362636892,9.30555286,
Nkd2,7.717011152,7.577145497,7.613762366,6.699610264,6.479721298,6.403019907,6.373849679,6.411497836,6.521962211,
Nkiras1,11.03077978,11.20624439,10.61995544,11.71885361,11.69965062,11.69651461,12.14165019,12.03960928,12.12283836,
Nkiras2,10.89015785,10.92728182,11.11100683,10.59924723,10.76347756,10.89922003,9.662619698,9.736198365,9.570097544,
Nkx2-2,9.769547018,9.538490194,9.569652678,8.564703419,8.58306273,8.549072492,7.991029052,8.417642852,7.8683226,
Nkx2-9,4.307977989,3.946819592,4.343081986,5.034786019,4.502841779,5.057049345,5.70023731,6.315553736,5.95559848,
Nkx6-2,9.070123224,9.405219973,9.524480151,10.8447551,10.7768889,11.05629344,11.39199893,11.2233616,11.01484004,
Nlrc5,5.491362539,5.644825187,5.167146792,5.085345012,4.948052738,4.741308563,5.866329407,5.656414421,5.522305252,
Nlrp10,4.950627878,4.850183503,5.375113881,6.859620354,6.898359176,6.918392447,7.550199116,8.093139414,7.577523248,
Nlrp5-ps,6.214707707,5.91184255,5.465727008,4.552486881,4.845814326,4.741308563,4.731640105,4.693849087,4.298781957,
Nlrp6,5.744339049,5.989514628,6.120391647,6.06208957,6.567028259,6.182925774,5.166444018,5.353288973,4.982917155,
Nmb,6.823483592,6.519721978,6.850692039,5.8823371,6.34436685,6.162826774,5.897041016,5.897699453,5.703332298,
Nmbr,5.380127104,5.101163598,5.549601477,4.725018687,4.845814326,5.371738788,5.769384503,5.656414421,5.860722606,
Nme4,8.367644675,8.286374157,8.291859142,6.274534659,6.614523374,6.385998638,6.264132787,6.123272568,6.065058152,
Nme5,6.718764263,6.485608735,6.476532524,6.06208957,5.968146695,6.485054267,7.35632265,6.535317731,6.996313986,
Nme7,12.31321751,12.41962299,11.77925302,13.70805592,13.46116938,13.54727116,14.11461527,13.99656517,14.0283557,
Nmnat2,11.4986738,11.62628629,11.74028821,12.87999979,12.8076978,12.89777499,13.28876508,13.19385402,13.3040973,
Nmnat3,5.685953715,5.101163598,5.465727008,5.486885905,5.669803199,5.81654837,5.834846819,6.027859263,6.126548926,
Nmral1,10.23148898,10.18015557,10.21064698,8.821120776,8.935263945,8.955769815,9.208733714,9.190523694,9.133672379,
Nmur1,5.008974566,4.984543098,5.375113881,5.90624332,5.336957764,5.705524433,6.040358578,5.752532107,6.085879304,
Nnat,13.96785471,13.71310712,13.87748624,12.5282711,12.35626235,12.49502036,12.07713431,11.4771175,11.67514076,
Nol3,10.60351418,10.55239617,10.71547157,9.8620553,10.26398721,9.946815498,9.442596782,9.636232513,9.383373296,
Nol4l,12.06370437,11.96704853,12.1261214,11.67531253,11.79217903,11.36569706,9.860744136,10.45824011,10.11729064,
Nomo1,11.80398084,11.90024708,12.08122244,12.84437359,12.82762545,12.91167043,13.04549733,13.06668195,12.95562535,
Nono,12.87666197,12.89561564,12.82087205,12.00521547,12.2344928,11.9626717,11.52674737,11.51616835,11.59352275,
